id_document1,id_document2,rules,similarity
32671,None,None,NO_DUPLICATE
43190,None,None,NO_DUPLICATE
43123, | 10915/181506, GeneralRule = 0.75 | DoiRule =A |--,NEAR_DUPLICATE
43145, | 10915/181506, GeneralRule = 0.75 | DoiRule =A |--,NEAR_DUPLICATE
43208, | 10915/181506, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
43197, | 10915/191576, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43245,None,None,NO_DUPLICATE
43231,None,None,NO_DUPLICATE
43198,None,None,NO_DUPLICATE
43220,None,None,NO_DUPLICATE
43175,None,None,NO_DUPLICATE
43206,None,None,NO_DUPLICATE
32783,None,None,NO_DUPLICATE
43180,None,None,NO_DUPLICATE
43117,None,None,NO_DUPLICATE
43209, | 10915/191569, ThesisRule = 1 | GeneralRule = 0.75 | DoiRule =A |--,DUPLICATE
43168,None,None,NO_DUPLICATE
43243,None,None,NO_DUPLICATE
43097,None,None,NO_DUPLICATE
43178,None,None,NO_DUPLICATE
43161, | 10915/189872, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
43199,None,None,NO_DUPLICATE
43112,None,None,NO_DUPLICATE
43147, | 10915/189820, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
31364,None,None,NO_DUPLICATE
32742,None,None,NO_DUPLICATE
32497,None,None,NO_DUPLICATE
43542, | 10915/101547, ThesisRule = 0.5 | GeneralRule = 0.75 | DoiRule =A |--,NEAR_DUPLICATE
32687,None,None,NO_DUPLICATE
43143, | 10915/189800, ThesisRule = 1 | GeneralRule = 1 | DoiRule =A |--,DUPLICATE
42785,None,None,NO_DUPLICATE
43156,None,None,NO_DUPLICATE
